Projection,Level,Account Type,Account,Account Description,2025 Department Budget,2026 Department Budget,2027 Department Budget,2028 Department Budget,2029 Department Budget,2030 Department Budget,2031 Department Budget,2032 Department Budget,2033 Department Budget,2034 Department Budget,2024 Projected Actuals,2024 Original Budget,2024 Revised Budget,2024 Actuals,2023 Original Budget,2023 Revised Budget,2023 Actuals,2022 Revised Budget,2022 Actuals
20251,Department,E,1110-2340-03-34100-660200-0000-000000-00000-0000-,BOOKS & SUBSCRIPTIONS         ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"2,600.00","2,600.00",918.00,"3,000.00","3,000.00",569.50,"2,700.00","2,569.08"
20251,Department,E,1110-2340-03-34100-665810-0000-000000-00000-0000-,DUES                          ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,600.00,600.00,0.00,600.00,600.00,425.80,500.00,-90.00
20251,Department,E,1110-2340-03-34100-675410-0000-000000-00000-0000-,LEASE OFFICE EQUIPMENT        ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,800.00","1,800.00","1,263.04","1,500.00","1,500.00","1,919.76","1,000.00","1,468.30"
20251,Department,E,1110-2340-03-34100-685510-0000-000000-00000-0000-,MILEAGE                       ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20251,Department,E,1110-2340-03-34100-685530-0000-000000-00000-0000-,LODGING & MEALS               ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,500.00","1,500.00",612.88,"1,500.00","1,500.00","1,827.34",300.00,55.41
20251,Department,E,1110-2340-03-34100-685540-0000-000000-00000-0000-,SEMINARS & TUITIONS           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,000.00","1,000.00",462.00,750.00,750.00,687.00,250.00,375.00
20251,Department,E,1110-2340-03-34100-810100-0000-000000-00000-0000-,OFFICE EQUIPMENT              ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,250.00,250.00,0.00,250.00,250.00,0.00,450.00,66.91
20251,Department,E,1110-2340-03-34100-810200-0000-000000-00000-0000-,OFFICE FURNITURE              ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20251,Department,E,1110-2340-03-34100-810300-0000-000000-00000-0000-,IT EQUIPMENT                  ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,650.00,0.00
20251,Department,E,1110-2340-03-34100-810800-0000-000000-00000-0000-,EQUIPMENT OTHER               ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20251,Department,E,1110-2340-03-34100-830000-0000-000000-00000-0000-,PURCHASED SERVICES            ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20251,Department,E,1110-2340-03-34270-634810-0000-000000-00000-0000-,TUITION PD IN STATE           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20251,Department,E,1110-2340-03-34270-643810-0000-000000-00000-0000-,VA BUILDING PERMIT FEE        ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,810.78,"2,500.00","2,500.00",0.00,"2,000.00","2,481.48"
20251,Department,E,1110-2350-03-35130-501210-0000-000000-00000-0000-,SALARIES AND WAGES FULL TIME  ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"101,159.00","101,159.00","73,401.01","96,342.00","96,342.00","96,342.00","85,415.00","91,754.16"
20251,Department,E,1110-2350-03-35130-501310-0000-000000-00000-0000-,SALARIES AND WAGES PART TIME  ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20251,Department,E,1110-2350-03-35130-501410-0000-000000-00000-0000-,SALARIES AND WAGES OVERTIME   ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"14,791.00","14,791.00","18,217.71","14,087.00","14,087.00","24,963.67","44,055.00","26,279.80"
20251,Department,E,1110-2350-03-35130-552100-0000-000000-00000-0000-,FICA                          ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"8,870.00","8,870.00","6,768.99","8,046.00","8,046.00","9,208.76","9,904.00","8,839.23"
20251,Department,E,1110-2350-03-35130-552210-0000-000000-00000-0000-,VRS                           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"13,114.00","13,114.00","6,459.44","10,378.00","10,378.00","10,896.48","9,717.00","9,716.64"
20251,Department,E,1110-2350-03-35130-552212-0000-000000-00000-0000-,VRS HYBRID                    ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,168.51",0.00,0.00,0.00,0.00,0.00
20251,Department,E,1110-2350-03-35130-552214-0000-000000-00000-0000-,VRS HYBRID 401A               ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,113.33,0.00,0.00,0.00,0.00,0.00
20251,Department,E,1110-2350-03-35130-552216-0000-000000-00000-0000-,VIRGINIA LOCAL DISABILITY PRO ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57.07,0.00,0.00,0.00,0.00,0.00
20251,Department,E,1110-2350-03-35130-552220-0000-000000-00000-0000-,VRS HEALTH INSURANCE CREDIT   ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,101.00,101.00,68.49,110.00,110.00,96.48,119.00,119.28
20251,Department,E,1110-2350-03-35130-552310-0000-000000-00000-0000-,HEALTH INSURANCE              ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"18,252.00","18,252.00","14,476.00","16,488.00","16,488.00","17,308.00","15,264.00","15,263.60"
20251,Department,E,1110-2350-03-35130-552400-0000-000000-00000-0000-,GROUP LIFE INSURANCE          ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,356.00","1,356.00",917.20,"1,230.00","1,230.00","1,290.96","1,230.00","1,229.52"
20251,Department,E,1110-2350-03-35130-552700-0000-000000-00000-0000-,WORKMAN'S COMPENSATION        ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,520.00","1,520.00","1,520.00","1,520.00","1,520.00","1,520.00","1,600.00","1,376.88"
20251,Department,E,1110-2350-03-35130-610110-0000-000000-00000-0000-,EMPLOYEE MEDICAL EXPENSES     ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20251,Department,E,1110-2350-03-35130-610118-0000-000000-00000-0000-,VETERINARIAN SERVICES         ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20251,Department,E,1110-2350-03-35130-610119-0000-000000-00000-0000-,BOARDING FEES FOR ANIMALS     ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500.00,500.00,0.00,500.00,500.00,0.00,500.00,0.00
20251,Department,E,1110-2350-03-35130-610130-0000-000000-00000-0000-,TESTING SERVICES              ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,250.00,250.00,802.78,250.00,250.00,851.42,0.00,0.00
20251,Department,E,1110-2350-03-35130-610166-0000-000000-00000-0000-,TRAINING SERVICES             ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,000.00","1,000.00","1,220.00","1,000.00","1,000.00",458.00,300.00,437.00
20251,Department,E,1110-2350-03-35130-630310-0000-000000-00000-0000-,REPAIRS & MAINTENANCE BUILDIN ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20251,Department,E,1110-2350-03-35130-630313-0000-000000-00000-0000-,HARDWARE MAINTENANCE          ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20251,Department,E,1110-2350-03-35130-635110-0000-000000-00000-0000-,ELECTRICITY                   ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20251,Department,E,1110-2350-03-35130-635130-0000-000000-00000-0000-,WATER & SEWER                 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20251,Department,E,1110-2350-03-35130-635236-0000-000000-00000-0000-,TELECOMMUNICATIONS            ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,400.00","1,400.00",567.03,"1,400.00","1,400.00","1,076.39","1,003.92","1,516.55"
20251,Department,E,1110-2350-03-35130-643510-0000-000000-00000-0000-,PRINTING                      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20251,Department,E,1110-2350-03-35130-643610-0000-000000-00000-0000-,ADVERTISING                   ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,200.00,200.00,0.00,500.00,500.00,0.00,250.00,50.00
20251,Department,E,1110-2350-03-35130-655305-0000-000000-00000-0000-,INSURANCE VEHICLE             ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,000.00","1,000.00",904.00,"1,000.00","1,000.00",902.56,913.82,"1,302.54"
20251,Department,E,1110-2350-03-35130-660010-0000-000000-00000-0000-,OFFICE SUPPLIES               ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,400.00,400.00,190.41,400.00,400.00,395.14,500.00,491.67
20251,Department,E,1110-2350-03-35130-660030-0000-000000-00000-0000-,FEED & ANIMAL CARE SUPPLIES   ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20251,Department,E,1110-2350-03-35130-660050-0000-000000-00000-0000-,CLEANING & JANITORIAL SUPPLIE ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20251,Department,E,1110-2350-03-35130-660071-0000-000000-00000-0000-,REPAIRS & MAINTENANCE SUPPLIES,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20251,Department,E,1110-2350-03-35130-660080-0000-000000-00000-0000-,FUEL OIL                      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"6,000.00","6,000.00","4,168.72","4,600.00","4,600.00","5,811.66","4,800.00","6,569.39"
20251,Department,E,1110-2350-03-35130-660081-0000-000000-00000-0000-,GASOLINE/OIL/LUBRICANTS       ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20251,Department,E,1110-2350-03-35130-660090-0000-000000-00000-0000-,VEHICLE/EQUIPMENT MAINT SERV  ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"2,500.00","2,500.00","1,551.31","3,000.00","3,000.00",492.45,"2,550.00","2,373.59"
20251,Department,E,1110-2350-03-35130-660110-0000-000000-00000-0000-,UNIFORMS & WEARING APPAREL    ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,600.00,600.00,364.23,600.00,600.00,440.30,600.00,190.00
20251,Department,E,1110-2350-03-35130-660210-0000-000000-00000-0000-,RECORD BOOKS & TAGS           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,200.00,200.00,525.00,600.00,600.00,0.00,600.00,0.00
20251,Department,E,1110-2350-03-35130-665810-0000-000000-00000-0000-,DUES                          ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,150.00,150.00,50.00,150.00,150.00,100.00,100.00,50.00
20251,Department,E,1110-2350-03-35130-685510-0000-000000-00000-0000-,MILEAGE                       ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20251,Department,E,1110-2350-03-35130-685530-0000-000000-00000-0000-,LODGING & MEALS               ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,000.00","1,000.00",13.58,"1,000.00","1,000.00",382.05,200.00,13.52
20251,Department,E,1110-2350-03-35130-685540-0000-000000-00000-0000-,SEMINARS & TUITIONS           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,200.00,200.00,0.00,200.00,200.00,0.00,200.00,0.00
20251,Department,E,1110-2350-03-35130-810200-0000-000000-00000-0000-,OFFICE FURNITURE              ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,300.00,300.00,0.00,600.00,600.00,0.00,600.00,290.92
20251,Department,E,1110-2350-03-35130-810400-0000-000000-00000-0000-,COMMUNICATIONS EQUIPMENT      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,140.00,140.00,212.50,140.00,140.00,0.00,140.00,151.76
20251,Department,E,1110-2350-03-35130-810600-0000-000000-00000-0000-,MOTOR VEHICLES                ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20251,Department,E,1110-2350-03-35130-810800-0000-000000-00000-0000-,EQUIPMENT OTHER               ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500.00,500.00,380.02,500.00,500.00,444.98,750.00,404.30
20251,Department,E,1110-2360-03-35120-501210-0000-000000-00000-0000-,SALARIES AND WAGES FULL TIME  ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"44,985.00","44,985.00","33,987.82","42,843.00","42,843.00","42,843.12","19,700.00","18,525.18"
20251,Department,E,1110-2360-03-35120-501310-0000-000000-00000-0000-,SALARIES AND WAGES PART TIME  ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"48,129.00","42,129.00","20,382.07","45,837.00","45,837.00","28,166.65","73,305.00","41,382.82"
20251,Department,E,1110-2360-03-35120-501900-0000-000000-00000-0000-,LEAVE PAYOUT                  ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"4,937.05",0.00,0.00,0.00,0.00,0.00
20251,Department,E,1110-2360-03-35120-552100-0000-000000-00000-0000-,FICA                          ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"7,123.00","7,123.00","4,461.99","5,290.00","5,290.00","5,912.35","7,114.00","4,546.48"
20251,Department,E,1110-2360-03-35120-552210-0000-000000-00000-0000-,VRS                           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"2,142.14",0.00,0.00,0.00,0.00,0.00
20251,Department,E,1110-2360-03-35120-552212-0000-000000-00000-0000-,VRS HYBRID                    ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"5,088.00","5,088.00","1,471.04","4,219.00","4,219.00","4,310.04",0.00,"1,623.98"
20251,Department,E,1110-2360-03-35120-552214-0000-000000-00000-0000-,VRS HYBRID 401A               ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,450.00,450.00,149.92,410.00,410.00,428.27,0.00,169.33
20251,Department,E,1110-2360-03-35120-552216-0000-000000-00000-0000-,VIRGINIA LOCAL DISABILITY PRO ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,238.00,238.00,79.44,218.00,218.00,227.04,0.00,89.79
20251,Department,E,1110-2360-03-35120-552218-0000-000000-00000-0000-,VRS RET DC VOLUNTARY EMPLOY   ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,225.00,225.00,74.97,0.00,0.00,107.16,0.00,0.00
20251,Department,E,1110-2360-03-35120-552220-0000-000000-00000-0000-,VRS HEALTH INSURANCE CREDIT   ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.00,45.00,33.87,0.00,0.00,42.96,0.00,22.02
20251,Department,E,1110-2360-03-35120-552310-0000-000000-00000-0000-,HEALTH INSURANCE              ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"9,126.00","9,126.00","6,441.50","8,244.00","8,244.00","8,654.00",0.00,"3,185.00"
20251,Department,E,1110-2360-03-35120-552400-0000-000000-00000-0000-,GROUP LIFE INSURANCE          ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,603.00,603.00,454.74,0.00,0.00,574.08,0.00,226.90
20251,Department,E,1110-2360-03-35120-552700-0000-000000-00000-0000-,WORKMAN'S COMPENSATION        ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,500.00","1,500.00","1,500.00","1,500.00","1,500.00","1,500.00","1,500.00","1,006.12"
20251,Department,E,1110-2360-03-35120-610110-0000-000000-00000-0000-,EMPLOYEE MEDICAL EXPENSES     ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,250.00","1,250.00",0.00,"1,250.00","1,250.00",79.25,"1,250.00",27.42
20251,Department,E,1110-2360-03-35120-610118-0000-000000-00000-0000-,VETERINARIAN SERVICES         ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"50,000.00","50,000.00","39,297.14","50,000.00","50,000.00","33,256.78","50,000.00","42,968.35"
20251,Department,E,1110-2360-03-35120-610130-0000-000000-00000-0000-,TESTING SERVICES              ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,225.00,225.00,122.38,225.00,225.00,27.00,0.00,134.00
20251,Department,E,1110-2360-03-35120-610166-0000-000000-00000-0000-,TRAINING SERVICES             ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00,0.00,100.00,100.00,0.00,100.00,0.00
20251,Department,E,1110-2360-03-35120-630310-0000-000000-00000-0000-,REPAIRS & MAINTENANCE BUILDIN ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500.00,500.00,"1,379.79",500.00,500.00,"2,504.97",500.00,908.76
20251,Department,E,1110-2360-03-35120-635110-0000-000000-00000-0000-,ELECTRICITY                   ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"6,500.00","6,500.00","3,831.35","4,600.00","4,600.00","5,905.80","4,900.00","3,884.32"
20251,Department,E,1110-2360-03-35120-635236-0000-000000-00000-0000-,TELECOMMUNICATIONS            ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"3,300.00","3,300.00","2,635.73","2,400.00","2,400.00","3,464.91","2,400.00","2,897.55"
20251,Department,E,1110-2360-03-35120-643510-0000-000000-00000-0000-,PRINTING                      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20251,Department,E,1110-2360-03-35120-643610-0000-000000-00000-0000-,ADVERTISING                   ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500.00,500.00,80.00,"1,000.00","1,000.00",790.19,250.00,801.00
20251,Department,E,1110-2360-03-35120-655305-0000-000000-00000-0000-,INSURANCE VEHICLE             ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500.00,500.00,491.50,500.00,500.00,451.28,456.91,0.00
20251,Department,E,1110-2360-03-35120-660010-0000-000000-00000-0000-,OFFICE SUPPLIES               ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,000.00","1,000.00",233.98,"1,000.00","1,000.00",863.13,800.00,"1,168.29"
20251,Department,E,1110-2360-03-35120-660030-0000-000000-00000-0000-,FEED & ANIMAL CARE SUPPLIES   ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"4,000.00","4,000.00","3,563.22","5,500.00","5,500.00","4,750.79","6,500.00","3,007.92"
20251,Department,E,1110-2360-03-35120-660050-0000-000000-00000-0000-,CLEANING & JANITORIAL SUPPLIE ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"2,800.00","2,800.00","2,565.90","2,500.00","2,500.00","2,497.34","2,500.00","2,717.43"
20251,Department,E,1110-2360-03-35120-660071-0000-000000-00000-0000-,REPAIRS & MAINTENANCE SUPPLIES,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,85.95,0.00,59.24
20251,Department,E,1110-2360-03-35120-660080-0000-000000-00000-0000-,FUEL OIL                      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,600.00,600.00,145.25,600.00,600.00,305.47,800.00,254.44
20251,Department,E,1110-2360-03-35120-660081-0000-000000-00000-0000-,GASOLINE/OIL/LUBRICANTS       ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20251,Department,E,1110-2360-03-35120-660090-0000-000000-00000-0000-,VEHICLE/EQUIPMENT MAINT SERV  ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,450.00,450.00,"1,446.63",450.00,450.00,68.45,450.00,30.36
20251,Department,E,1110-2360-03-35120-660110-0000-000000-00000-0000-,UNIFORMS & WEARING APPAREL    ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,300.00,300.00,74.90,0.00,0.00,0.00,0.00,784.33
20251,Department,E,1110-2360-03-35120-665810-0000-000000-00000-0000-,DUES                          ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00,0.00,100.00,100.00,50.00,100.00,0.00
20251,Department,E,1110-2360-03-35120-810100-0000-000000-00000-0000-,OFFICE EQUIPMENT              ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20251,Department,E,1110-2360-03-35120-810800-0000-000000-00000-0000-,EQUIPMENT OTHER               ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,000.00","1,000.00",13.99,"1,000.00","1,000.00",909.06,800.00,"1,454.05"
20251,Department,E,1110-2420-04-42400-610148-0000-000000-00000-0000-,CONSULTING SERVICES           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20251,Department,E,1110-2420-04-42400-610160-0000-000000-00000-0000-,MONITORING SERVICES           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"40,000.00","40,000.00","11,158.75","40,000.00","40,000.00","44,036.70","40,000.00","27,679.94"
20251,Department,E,1110-2420-04-42400-610165-0000-000000-00000-0000-,OUTSIDE SERVICES              ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"2,000.00","2,000.00",516.57,"2,000.00","11,570.00",550.00,"1,000.00","5,804.11"
20251,Department,E,1110-2420-04-42400-610166-0000-000000-00000-0000-,TRAINING SERVICES             ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00
20251,Department,E,1110-2420-04-42400-610172-0000-000000-00000-0000-,PLANNING ASSISTANCE           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,750.00","1,750.00",0.00,"1,750.00","1,750.00",0.00,"1,750.00",0.00
20251,Department,E,1110-2420-04-42400-610176-0000-000000-00000-0000-,RECYCLING PROGRAM             ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20251,Department,E,1110-2420-04-42400-630310-0000-000000-00000-0000-,REPAIRS & MAINTENANCE BUILDIN ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,000.00","1,000.00",119.74,"1,000.00","1,000.00",64.36,0.00,362.82
20251,Department,E,1110-2420-04-42400-630320-0000-000000-00000-0000-,REPAIRS & MAINTENANCE         ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"2,900.00","2,900.00",338.22,"2,900.00","2,900.00",788.00,"2,900.00","5,129.48"
20251,Department,E,1110-2420-04-42400-633410-0000-000000-00000-0000-,TRANSPORTATION CONTRACT       ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"703,087.00","703,087.00","424,121.28","559,789.00","559,789.00","645,229.13","549,048.78","552,243.41"
20251,Department,E,1110-2420-04-42400-635110-0000-000000-00000-0000-,ELECTRICITY                   ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"2,143.00","2,143.00","1,550.66","4,000.00","4,000.00",941.87,"4,000.00","1,786.15"
20251,Department,E,1110-2420-04-42400-635236-0000-000000-00000-0000-,TELECOMMUNICATIONS            ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,800.00,800.00,641.30,"1,200.00","1,200.00",741.30,"1,200.00",19.37
20251,Department,E,1110-2420-04-42400-660000-0000-000000-00000-0000-,MATERIALS & SUPPLIES          ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,000.00","1,000.00",516.27,"1,000.00","1,000.00",802.58,500.00,714.67
20251,Department,E,1110-2420-04-42400-665810-0000-000000-00000-0000-,DUES                          ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20251,Department,E,1110-2420-04-42400-685510-0000-000000-00000-0000-,MILEAGE                       ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,300.00,300.00,0.00,300.00,300.00,0.00,300.00,123.20
